stationID,latitude,longitude,facilityCarWashing,facilityRepair,facilityStore,facilityToilet,hasPremium,categoryStation,categoryRoad,roadToNorth,seqStation,typeOilSupply,noOiler,timeOpening,timeClosing,name,description,tel,fax,address,serviceAdded,poll,gas,diesel,lpg,premium,datetime
9642,1886672,1039185,1,0,0,0,0,0,0,0,0,0,0,360,1440,수재,충주시문화회관삼거리에서 충주여상방향 1000m 우측 삼거리에 위치,043-845-5777,,충청북도 충주시 교현동 446-1,자동세차,3,1358,1158,0,0,2020-07-07 00:00:00
9646,1887710,1037814,0,0,0,0,0,0,0,0,0,0,0,360,1380,시청앞,신충주시청앞쪽에 위치,043-844-3511,,충청북도 충주시 금릉동 91,블루큐무료세차서비스,3,1329,1139,0,0,2020-07-07 00:00:00
9647,1887776,1037363,1,0,0,0,0,0,0,0,0,0,0,360,1440,사과나무,충주시청 앞 사거리 충주댐방향으로 위치 삼일아파트 맞은편에 위치,043-842-7958,,충청북도 충주시 금릉동 313,화물차우대주유소/자동세차,4,1367,1167,0,0,2020-07-07 00:00:00
9648,1894620,1020355,0,0,0,0,0,0,0,0,0,0,0,360,1440,대림,520번 지방도 연하리에서 장호원방향 500미터 우측 고속도로 고가밑에 위치,043-853-5466,,충청북도 충주시 노은면 가신리 193,,2,1379,1179,0,0,2020-07-06 00:00:00
9650,1894223,1023059,0,0,0,0,0,0,0,0,0,0,0,360,1320,노은,충주에서 장호원방향 520번지방도 노은삼거리에 위치,043-853-3320,,충청북도 충주시 노은면 연하리 566-1,net,1,1390,1195,0,0,2020-07-07 00:00:00
9652,1883457,1035846,0,0,0,0,0,2,119,1,355,0,0,360,1380,건국,건국대학교 충주캠퍼스 정문 옆에 위치,043-851-5184,,충청북도 충주시 단월동 335-8,,1,-1,-1,-1,-1,0
9655,1884846,1035333,0,0,0,0,0,2,136,1,360,0,0,360,1440,코끼리,충주입구,043-848-2375,,충청북도 충주시 달천동 775-3,화물차우대주유소,4,-1,-1,-1,-1,0
9657,1891978,1041706,0,0,0,0,0,0,0,0,0,0,0,360,1440,동호,지방도충주댐에서충주리조트방향1.5km우측농협맞은편에위치,043-851-6501,,충청북도 충주시 동량면 조동리 1311-1,,2,1399,1199,0,0,2020-07-06 00:00:00
9663,1885786,1036897,1,0,1,0,0,0,0,0,0,1,0,360,1440,충주,세명대한방병원옆,043-842-3341,,충청북도 충주시 봉방동 337-20,net,1,1325,1125,0,0,2020-07-07 00:00:00
9668,1897222,1038454,0,0,0,0,0,2,119,1,410,0,0,360,1440,천등산,38번국도 충주에서 원주 제천방향 우측 영덕삼거리에 위치,043-853-4591,,충청북도 충주시 산척면 영덕리 1560-4,,2,1379,1179,0,0,2020-07-07 00:00:00
9669,1895914,1038173,0,0,0,0,0,2,119,1,82,0,0,360,1380,새한,,043-853-5113,,충청북도 충주시 산척면 영덕리 1636-1,,4,1349,1149,0,0,2020-07-07 00:00:00
9674,1876969,1043210,0,0,0,0,0,2,103,1,295,1,0,360,1380,푸른솔,경찰학교에서 충주방향으로 2km 지점에 위치,043-851-5177,,충청북도 충주시 살미면 용천리 267,화물차우대주유소,4,1315,1119,0,0,2020-07-06 00:00:00
9676,1880992,1038952,0,0,0,0,0,0,0,1,1,0,0,360,1440,한양,,043-852-5267,,충청북도 충주시 살미면 향산리 351-1,,3,1389,1179,0,0,2020-07-07 00:00:00
9680,1870770,1044818,0,0,0,0,0,2,103,1,285,0,0,360,1440,월악,수안보에서 문경방면으로 2km,043-848-7410,,충청북도 충주시 수안보면 안보리 285-1,,3,1399,1199,0,0,2020-07-07 00:00:00
9681,1872372,1043678,0,1,0,0,0,0,0,0,0,0,0,420,1320,온천,수안보입구상록호텔맞은편에위치,043-846-2233,,충청북도 충주시 수안보면 온천리 271,,1,1389,1199,0,0,2020-07-07 00:00:00
9683,1903014,1033591,0,0,0,0,0,2,119,1,430,0,0,360,1440,화원,목교 다리 건너서 좌회전 원주 방향 1km 지점 우측에 위치,043-855-5698,,충청북도 충주시 소태면 구룡리 291-1,,3,1359,1159,0,0,2020-07-06 00:00:00
9686,1887879,1022902,0,0,0,0,0,0,0,1,0,0,0,360,1440,월명,주덕오거리에서 서울방향으로 2km 지점에 위치,043-852-2222,,충청북도 충주시 신니면 견학리 361-1,,4,1359,1159,0,0,2020-07-07 00:00:00
9692,1885812,1040308,0,1,0,0,0,0,0,0,0,0,0,360,1440,일광,충주시내 대원고등학교 앞에 위치,043-852-2918,,충청북도 충주시 안림동 523-3,,1,1339,1139,0,0,2020-07-07 00:00:00
9693,1898155,1028299,0,0,1,0,0,2,138,1,334,0,0,450,1350,대촌,앙성에서 제천 방향으로 4km 우측에 위치,043-855-6572,,충청북도 충주시 앙성면 능암리 344-5,,3,-1,-1,-1,-1,0
9694,1901220,1020486,0,0,0,0,0,0,0,0,0,0,0,360,1440,앙성농협,본평리도로변에위치,043-855-5738,,충청북도 충주시 앙성면 본평리 677-1,,18,1349,1149,0,0,2020-07-06 00:00:00
9700,1887591,1038628,0,0,0,0,0,0,0,0,0,0,0,360,1440,현대,실내체육관에서 소방서방향 200미터 우측 동사무소옆에 위치,043-846-4488,,충청북도 충주시 연수동 504-3,,2,1399,1199,0,0,2020-07-07 00:00:00
9703,1885058,1039139,1,0,1,0,0,0,0,0,0,1,0,360,1350,서림,충주공업고등학교 충주공판장 사이에 위치,043-848-8886,,충청북도 충주시 용산동 1527,,5,1329,1129,0,0,2020-07-07 00:00:00
9705,1885243,1032077,1,0,0,0,0,2,136,1,110,0,0,360,1440,현대오일뱅크삼원,충주대학교에서 주덕방면 1km지점에 위치 오일뱅크직영주유소,043-857-5111,,충청북도 충주시 대소원면 만정리 282-1,,3,1358,1158,0,0,2020-07-07 00:00:00
9706,1885775,1025648,0,0,0,0,0,2,136,1,120,0,0,360,1380,금강산,주덕농공단지주덕파출소옆에위치,043-852-8057,,충청북도 충주시 주덕읍 삼청리 217,,3,1338,1138,0,0,2020-07-07 00:00:00
9711,1887511,1035484,0,0,0,0,0,0,0,0,0,0,0,360,1440,탄금대,탄금대 유원지 입구에 위치,043-852-5500,,충청북도 충주시 칠금동 451,,1,-1,-1,-1,-1,0
9718,1948023,942321,1,0,0,0,0,0,0,0,0,0,0,0,1440,대흥에너지산업,화곡사거리에서 구화곡사거리방향으로 강서로 30M지점 우측에 위치,02-2605-9191,,서울특별시 강서구 화곡동 898-7,,13,0,0,819,0,2020-07-07 00:00:00
9720,1944323,943476,0,0,0,0,0,0,0,0,0,0,0,360,1440,개봉,고척3거리에서 오류IC 방향으로 450미터 지점 좌측에 위치,02-2685-2352,,서울특별시 구로구 개봉동 175-16,,7,0,0,819,0,2020-07-07 00:00:00
9721,1958935,962127,0,0,0,0,0,0,0,0,0,0,0,360,1440,신성에너지주식회사,서울산업대학교 입구 사거리 코너,02-972-2254,,서울특별시 노원구 공릉동 711-1,,7,0,0,817,0,2020-07-07 00:00:00
9722,1963635,960803,1,0,0,0,0,0,0,0,0,0,0,360,1440,㈜노일가스,수락산역에서상계동방면으로625m가면우측에위치,02-934-8851,,서울특별시 노원구 상계1동 1034-1,,7,0,0,817,0,2020-07-07 00:00:00
9730,1947553,943809,0,0,0,0,0,0,0,0,0,0,0,360,1440,목동,목동 오거리 남동쪽 모서리에 위치,02-2604-6141,,서울특별시 양천구 신정동 994-4,,7,0,0,819,0,2020-07-07 00:00:00
9731,1948183,940974,1,0,0,0,0,0,0,0,0,0,0,0,1440,대흥가스,남부순환도로 경인고속도로 ic 김포공항방향 150m,02-2693-0535,,서울특별시 양천구 신월동 131-7,자동세차,13,0,0,819,0,2020-07-07 00:00:00
9733,1947803,946195,0,0,0,0,0,0,0,0,0,0,0,0,1440,양평동,경인고속도로입구사거리에서목황예식장방면으로삼성자동차와프라이스클럽맞은편위치,02-2672-1175,,서울특별시 영등포구 양평동3가 59,,7,0,0,804,0,2020-07-07 00:00:00
9735,1955758,964856,1,0,0,0,0,0,0,0,0,0,0,360,1440,대경모터스 망우가스,망우리고개에서망우사거리방면300m지점우측금란교회옆에위치,02-432-5400,,서울특별시 중랑구 망우동 340-16,,7,0,0,816,0,2020-07-07 00:00:00
9741,1950641,943341,1,0,0,0,0,0,0,0,0,0,0,0,1440,공항로,강서구청입구사거리에서 등촌입구삼거리 방향으로 공항로 600m지점 우측에 위치,02-2653-7211,,서울특별시 강서구 등촌동 269-8,자동세차,8,0,0,813,0,2020-07-07 00:00:00
9743,1960635,958758,1,0,0,0,0,0,0,0,0,0,0,360,1440,동원가스,우이1교에서 쌍문동 방면으로 200M직진하면 우측 SK주유소옆에 위치,02-902-1231,,서울특별시 도봉구 창동 643-2,,8,0,0,816,0,2020-07-07 00:00:00
9748,1953441,947042,0,0,0,0,0,0,0,0,0,0,0,360,1440,신흥에너지산업,6호선 수색역,02-373-0051,,서울특별시 은평구 증산동 223-9,,7,0,0,825,0,2020-07-07 00:00:00
9754,1952866,947566,0,0,0,0,0,0,0,0,0,0,0,360,1440,연일가스산업,북가좌 삼거리 남쪽에 위치,02-307-5411,,서울특별시 서대문구 북가좌동 392-27,,10,0,0,825,0,2020-07-07 00:00:00
9755,1957587,962270,0,0,0,0,0,0,0,0,0,0,0,360,1440,태능가스,태능역에서석계역방면월릉교건너기전동부간선도로진입램프바로앞우측에위치,02-972-3031,,서울특별시 노원구 공릉동 690-11,,10,0,0,816,0,2020-07-07 00:00:00
9757,1951211,943538,1,0,0,0,0,0,0,0,0,0,0,360,1440,대양가스,마포중고교앞사거리에서양천길을따라염창동방향으로600m지점좌측에위치,02-2668-5151,,서울특별시 강서구 가양동 449-13,,13,0,0,819,0,2020-07-07 00:00:00
9761,1951277,962346,0,0,0,0,0,0,0,0,0,0,0,360,1440,현대오일뱅크중곡동,천호대로 군자교 사거리 에서 장안동 방면으로 오른쪽 모퉁이에 위치,02-467-4708,,서울특별시 광진구 중곡동 611-7,,9,0,0,818,0,2020-07-01 00:00:00
9763,1944617,949511,0,0,0,0,0,0,0,0,0,0,0,0,1440,동주,신대방 삼거리전철역에 장승백이성대시장 방향 코너에 위치,02-821-2236,,서울특별시 동작구 대방동 334,,7,0,0,822,0,2020-07-07 00:00:00
9764,1940366,942063,1,0,0,0,0,0,0,0,0,0,0,360,1440,광명,광명6동삼거리에위치,02-2613-4904,,경기도 광명시 광명7동 621-7,자동세차,9,0,0,813,0,2020-07-01 00:00:00
9765,1965656,934531,0,0,0,0,0,0,0,0,0,0,0,360,1440,신일산,경기케이블tv에서일산신도시방면50m지점에위치,031-914-1355,,경기도 고양시일산서구 대화동 59,,7,0,0,786,0,2020-07-07 00:00:00
9766,1961549,938072,1,0,0,0,0,0,0,0,0,0,0,0,1440,신도시,지역난방공사에서백마교방면20m지점에위치,031-904-9022,,경기도 고양시 일산동구 백석동 1184,자동세차,7,0,0,786,0,2020-07-07 00:00:00
9767,1948741,946876,1,0,0,0,0,0,0,0,0,1,0,360,1440,기린,양화대교남단88올림픽대로노들길진입로,02-2671-5182,,서울특별시 영등포구 양평동4가 159-1,,1,1289,1099,0,0,2020-05-31 00:00:00
9768,1933929,979484,1,0,0,0,0,0,0,0,0,0,0,360,1440,새광주,3번국도곤지암방향으로갈마터널3km경인냉장맞은편새광주주유소옆에위치,031-764-1052,,경기도 광주시 쌍령동 113-1,자동세차,7,0,0,760,0,2020-07-07 00:00:00
9769,1955792,968173,0,0,0,0,0,0,0,0,0,0,0,360,1440,대성산업경춘충전,교문사거리에서춘천방면으로돌다리사거리좌측에위치,031-563-4973,,경기도 구리시 인창동 280-3,자동세차/충전시세차비1000원,8,0,0,806,0,2020-07-07 00:00:00
9771,1907824,946488,0,0,0,0,0,0,0,0,0,0,0,360,1440,화성LPG,,031-354-6610,,경기도 화성시 팔탄면 구장리 103,,13,0,0,730,0,2020-07-06 00:00:00
9772,1961738,985181,1,0,0,0,0,0,0,0,0,0,0,360,1440,화도에너지,경춘국도상행선에서화도휴게소맞은편지나500미터지점에위치,031-593-1164,,경기도 남양주시 화도읍 월산리 358,자동세차,7,0,0,804,0,2020-07-07 00:00:00
9774,1941026,966898,1,1,0,0,0,0,0,0,0,0,0,360,1440,수정,복정역에서동서울대학교방향복정교건너위치,031-759-4551,,경기도 성남시수정구 복정동 261-12,자동세차,7,0,0,799,0,2020-07-07 00:00:00
9775,1915054,953960,0,0,0,0,0,0,0,0,0,0,0,0,1440,창진가스에너지,축산기술연구소에서좌회전하여대원여객버스종점에서직전하면나옴,031-291-4433,,경기도 수원시권선구 오목천동 740-1,,7,0,0,706,0,2020-07-07 00:00:00
9776,1923047,956056,0,0,0,0,0,0,0,0,0,0,0,360,1440,SK수원,한일타운정문으로경기일보맞은편,031-243-2690,,경기도 수원시장안구 송죽동 202-1,,7,0,0,757,0,2020-07-07 00:00:00
9778,1948752,976080,1,0,0,0,0,0,0,0,0,0,0,360,1440,SK하남,신안아파트 부영아파트 뒤,031-795-6881,,경기도 하남시 창우동 522,,7,0,0,802,0,2020-07-07 00:00:00
9779,1920041,942188,1,0,0,0,0,0,0,0,0,0,2,0,1440,안산,상록수역에서한양대학교방면으로직진하다성안고등학교에서좌회전후계속직진하다해안로를지나내어림길에위치,031-409-7483,,경기도 안산시 상록구 사동 1493,,7,0,0,756,0,2020-07-07 00:00:00
9781,1935835,947487,1,0,0,0,0,0,0,0,0,0,0,0,1440,SK안양,석수주유소삼거리에서안양대교방향50M지점에위치,031-474-1361,,경기도 안양시 만안구 석수동 252-2,,7,0,0,802,0,2020-07-07 00:00:00
9783,2006491,979885,0,0,0,0,0,0,0,0,0,0,2,420,1440,포천 LPG,운천방향국도변,031-536-7471,,경기도 포천시 영북면 야미리 254-1,,7,0,0,756,0,2020-07-07 00:00:00
9784,1944916,997216,1,0,0,0,0,0,0,0,0,0,0,360,1440,양평,6번국도양평에서서울방향으로1.5킬로미터지점상행선쪽에위치,031-771-4478,,경기도 양평군 양평읍 오빈리 361-4,자동세차,7,0,0,796,0,2020-07-01 00:00:00
9786,1916929,984506,0,0,0,0,0,1,8,1,60,1,0,0,1440,용인셀프(강릉방향),고속도로 하행선,031-332-3221,,경기도 용인시 처인구 양지면 주북리 958-3,,5,1647,1497,0,0,2019-12-16 00:00:00
9787,1922652,975603,1,0,0,0,0,0,0,0,0,0,0,0,1440,용인,용인ic에서용인시내방향1km,031-335-2606,,경기도 용인시 처인구 유방동 539-1,자동세차,7,0,0,765,0,2020-07-07 00:00:00
9790,1898777,960937,1,0,0,0,0,0,0,0,0,0,0,360,1440,SK송탄,농수산물 시장앞,031-663-3151,,경기도 평택시 독곡동 392-4,,7,0,0,791,0,2020-07-07 00:00:00
9791,1947655,931319,0,0,0,0,0,0,0,0,0,0,0,0,1440,협진,부평나들목 계산동방향 나오자마자 우측,032-545-3225,,인천광역시 계양구 작전동 429-9,,7,0,0,779,0,2020-07-07 00:00:00
9793,1939003,925031,1,0,0,0,0,0,0,0,0,0,0,0,1440,송강,,032-866-2560,,인천광역시 남구 용현동 287-1,자동세차,7,0,0,788,0,2020-07-07 00:00:00
9794,1941076,928441,1,1,0,0,0,0,0,0,0,0,0,0,1440,(자)한성가스,간석4동 법원가가 다리 밑,032-422-1277,,인천광역시 남동구 간석4동 617-8,자동세차,7,0,0,795,0,2020-07-07 00:00:00
9795,1947084,930184,1,0,0,0,0,0,0,0,0,0,0,0,1440,부평,청천동 4공단 안 대우 자동차 후문에서 엘지충전소쪽으로 올라가면됨,032-502-2580,,인천광역시 부평구 청천동 396-14,자동세차,7,0,0,794,0,2020-07-07 00:00:00
9796,1943271,927522,1,0,0,0,0,0,0,0,0,0,0,360,1440,점보가스,가좌동 성모병원에서 동암방향 가좌사거리 엘지정유 주유소뒷편에 위치,032-575-8181,,인천광역시 서구 가좌동 287-7,,7,0,0,776,0,2020-07-07 00:00:00
9797,1944797,925120,1,0,0,0,0,0,0,0,0,0,0,360,1440,SK서인천,삼성전자 물류센터 옆,032-583-8151,,인천광역시 서구 석남동 223-263,,7,-1,-1,-1,-1,0
9799,1936991,969582,0,0,0,0,0,0,0,0,0,0,0,360,1440,성남,성남냉동맞은편,031-751-6525,,경기도 성남시중원구 하대원동 216-15,,8,0,0,769,0,2020-07-07 00:00:00
9801,1946865,930172,1,0,1,0,0,0,0,0,0,0,0,360,1440,GS부평,한국샤프건물 맞은편,032-511-6583,,인천광역시 부평구 청천동 400-6,,8,0,0,728,0,2020-07-05 00:00:00
9803,1890181,962061,1,0,0,0,0,0,0,0,0,0,0,360,1440,삼상,평택초입세교삼거리에서평택역구도로방향50미터전방좌측위치,031-652-9466,,경기도 평택시 세교동 447-1,자동세차,8,0,0,790,0,2020-07-07 00:00:00
9804,1918915,956168,1,0,0,0,0,0,0,0,0,0,0,360,1440,극동산업,수원역에서소방서가는도로변에간호학원맞은편에위치,031-254-5611,,경기도 수원시팔달구 매산로2가 62,자동세차,10,0,0,685,0,2020-07-07 00:00:00
9805,1916259,951994,0,0,0,0,0,0,0,0,0,0,0,360,1440,광명,청구아파트맞은편,031-293-4466,,경기도 수원시권선구 오목천동 356-8,자동세차,10,0,0,668,0,2020-07-07 00:00:00
9806,1897754,967191,0,0,0,0,0,1,2,1,140,0,0,0,1440,안성(서울방향),경부고속도로안성휴계소,031-664-4096,,경기도 안성시 원곡면 산하리 425-1,,5,1305,1105,0,0,2020-07-07 00:00:00
9811,1888786,949970,1,0,0,0,0,0,0,0,0,0,0,360,1440,안중,39번국도 안중에서 수원방향,031-682-6820,,경기도 평택시 안중읍 안중리 195-8,,10,0,0,779,0,2020-07-07 00:00:00
9812,1937778,968315,0,0,0,0,0,0,0,0,0,0,0,0,1440,대기가스,수진역8번출구앞,031-757-0757,,경기도 성남시수정구 신흥동 6912,,7,0,0,766,0,2020-07-07 00:00:00
9813,1921154,956744,0,0,0,0,0,0,0,0,0,0,0,0,1440,북문가스,장안공원맞은편,031-256-5683,,경기도 수원시 장안구 영화동 365-1,자동세차,9,0,0,676,0,2020-07-07 00:00:00
9814,1927400,938064,0,0,0,0,0,0,0,0,0,0,2,0,1440,극동에너지,서안산IC에서면허시험장방향으로첫번째삼거리에서우회전하여바로위치,031-484-6668,,경기도 안산시단원구 선부동 1015,,7,0,0,802,0,2020-07-07 00:00:00
9815,1930349,951282,0,0,0,0,0,0,0,0,0,0,0,0,1440,신안,신군포사거리에서호계로방향호계고가도로밑으로우회전50m좌측에위치,031-452-9414,,경기도 안양시동안구 호계동 1028-7,,7,0,0,789,0,2020-07-07 00:00:00
9817,1908540,1006023,0,0,0,0,0,0,0,0,0,0,0,360,1440,여주LPG,이천에서장원가는3번국도사이상행선,031-884-7113,,경기도 여주시 가남읍 은봉리 38-2,,13,0,0,700,0,2020-07-07 00:00:00
9818,1922459,1013484,0,0,0,0,0,0,0,0,0,0,0,0,1440,대성,신륵사바로앞,031-883-7701,,경기도 여주시 천송동 555-1,,9,0,0,775,0,2020-07-01 00:00:00
9819,1915673,970981,1,0,0,0,0,0,0,0,0,0,0,360,1440,한진가스,진우아파트앞,031-336-4343,,경기도 용인시 처인구 삼가동 250-7,자동세차,7,0,0,754,0,2020-07-05 00:00:00
9820,1920923,993719,0,0,0,0,0,0,0,0,0,0,0,0,1440,이천,3번국도변서울방향이천의료원옆,031-634-2000,,경기도 이천시 관고동 125-1,셀프세차,7,0,0,821,0,2020-07-07 00:00:00
9821,1919086,995248,1,0,0,0,0,0,0,0,0,0,0,360,1440,삼원가스,이천사거리에수원용인가는방향300미터지점이천상공회의소맞은편,031-634-1818,,경기도 이천시 진리동 369-3,자동세차,9,0,0,820,0,2020-07-07 00:00:00
9822,1940946,926129,1,0,0,0,0,0,0,0,0,0,0,360,1440,도화,수봉관광호텔 맞은편,032-875-1182,,인천광역시 남구 도화동 624-6,,9,0,0,789,0,2020-07-07 00:00:00
9824,1941173,929783,1,0,0,0,0,0,0,0,0,0,0,0,1440,제일,간석오거리,032-422-0066,,인천광역시 남동구 간석동 238-1,자동세차,9,0,0,778,0,2020-07-01 00:00:00
9829,1935424,964814,1,0,0,0,0,0,0,0,0,0,0,360,1440,판교,서울에서수지방향국도변한국도로공사세종연구소맞은편,031-722-6252,,경기도 성남시수정구 시흥동 242-15,,7,0,0,739,0,2020-07-07 00:00:00
9830,1919117,955265,1,0,0,0,0,0,0,0,0,0,0,0,1440,우성,옛서울대학교농과대학건물에서수원역방향으로,031-295-0012,,경기도 수원시 권선구 서둔동 9-28,자동세차,7,0,0,742,0,2020-07-07 00:00:00
9833,1977162,976285,0,0,0,0,0,0,0,0,0,0,2,360,1440,내촌,베어스타운1Km지점,031-531-6036,,경기도 포천시 내촌면 내리 275-20,,7,0,0,665,0,2020-07-07 00:00:00
9834,1915056,974765,1,0,0,0,0,0,0,0,0,0,0,360,1440,대한에너지,용인에서양재톨게이트가는방향,031-321-5111,,경기도 용인시 처인구 마평동 123,자동세차,7,0,0,739,0,2020-07-07 00:00:00
9838,1917483,954788,0,0,0,0,0,0,0,0,0,0,3,0,1440,수일가스,수원역뒤수원매매양옆으로끼고위치함,031-291-8376,,경기도 수원시권선구 고색동 173-2,자동세차,7,0,0,702,0,2020-07-07 00:00:00
9841,1926621,942317,1,0,0,0,0,0,0,0,0,0,0,360,1440,중산LPG안산,안산2교에서안산천서쪽의도로를따라안산1교방면으로250m지점에우측에위치LG하이웨이주유소뒤편,031-486-1561,,경기도 안산시상록구 월피동 483-3,자동세차,13,0,0,796,0,2020-07-07 00:00:00
9842,1891964,976610,1,0,0,0,0,0,0,0,0,0,0,360,1440,안성에너지,안성중대지나서모산사거리좌측에위치,031-672-2212,,경기도 안성시 대덕면 모산리 396-3,자동세차,13,0,0,703,0,2020-07-07 00:00:00
9843,1904401,962154,1,0,0,0,0,0,0,0,0,0,0,0,1440,오산엘피지,오산에서고속도로ic들어가기전사거리서평택방면으로500m정도에위치,031-374-2822,,경기도 오산시 원동 385외1필지,자동세차,13,0,0,779,0,2020-07-07 00:00:00
9844,1942802,926003,1,0,0,0,0,0,0,0,0,0,0,0,1440,인천개인택시복지제1,윌마트 뒷편,032-578-4213,,인천광역시 동구 송림동 297-14,,13,0,0,794,0,2020-07-07 00:00:00
9846,1975892,1122334,1,0,0,0,0,0,0,0,0,0,2,360,1440,SK동해자동차,7번국도변 종합경기장 입구,033-646-4923,,강원도 강릉시 교동 613-3,,7,0,0,803,0,2020-07-07 00:00:00
9848,1925287,1040607,0,0,0,0,0,0,0,0,0,0,2,360,1440,북원,원주의료원에서 제천방향으로 5분정도 가면 좌측에 위치,033-764-7617,,강원도 원주시 단구동 732,,7,0,0,807,0,2020-07-07 00:00:00
9849,1987066,1021852,0,0,0,0,0,0,0,0,0,0,0,360,1440,동보(SK),동광로길 부평로타리 파출소 뒷편,033-254-6787,,강원도 춘천시 후평1동 726-5,,7,0,0,812,0,2020-07-07 00:00:00
9850,1974927,1124315,1,0,0,0,0,0,0,0,0,0,2,450,1110,강릉,동해상사 사거리에서 공단 넘어 가는 다리넘기 전우측,033-642-7757,,강원도 강릉시 포남동 1005-274,손세차,8,0,0,801,0,2020-07-07 00:00:00
9851,2020903,1096475,0,0,0,0,0,0,0,0,0,0,2,360,1440,부흥가스,대포항구에서200에서300m지나서좌측,033-632-3206,,강원도 속초시 조양동 1288-12,,8,0,0,793,0,2020-07-07 00:00:00
9852,1928077,1038459,1,0,0,0,0,0,0,0,0,0,8,360,1440,융진,남원주톨게이트지나서1점5km지점수협맞은편,033-742-1112,,강원도 원주시 단계동 199,,8,-1,-1,-1,-1,0
9853,1905266,1133233,0,0,0,0,0,0,0,0,0,0,0,330,1380,(자)태백가스상사,태백종합경기장 앞,033-581-8306,,강원도 태백시 문곡동 16-6,,8,0,0,791,0,2020-07-07 00:00:00
9854,1975019,1125073,1,0,0,0,0,0,0,0,0,0,2,360,1440,(합자)동아가스,현대자동차서비스옆,033-652-9912,,강원도 강릉시 입암동 21-42,,10,0,0,800,0,2020-07-07 00:00:00
9855,1986428,1117662,1,0,0,0,0,0,0,0,0,0,2,360,60,주문진,,033-661-5577,,강원도 강릉시 연곡면 영진리 354-12,,7,0,0,795,0,2020-07-07 00:00:00
9856,1961827,1093937,0,0,0,0,0,0,0,0,0,0,0,360,1440,진부가스,진부도로공사사무실 입구쪽 좌측편에 하얏트 모텔 사이에 위치,033-336-1919,,강원도 평창군 진부면 상진부리 293-1,,7,0,0,778,0,2020-07-07 00:00:00
9857,2043150,1083164,0,0,0,0,0,0,0,0,0,0,0,360,1440,대일,간성시내에 진부령쪽으로 300미터,033-681-5457,,강원도 고성군 간성읍 교동리 2,,7,0,0,795,0,2020-07-07 00:00:00
9858,1946412,1143738,1,0,0,0,0,0,0,0,0,0,0,360,1440,삼영엘피지,용정동 동회옆,033-533-0465,,강원도 동해시 용정동 31-2,,7,0,0,790,0,2020-07-07 00:00:00
9859,1947284,1141695,0,0,0,0,0,0,0,0,0,0,0,360,1440,e-대일,공설운동장옆,033-532-9023,,강원도 동해시 천곡동 360-1,,7,0,0,790,0,2020-07-07 00:00:00
9861,1941332,1146583,1,0,0,0,0,0,0,0,0,0,0,360,1440,SK삼척,삼척해수욕장 입구,033-574-1351,,강원도 삼척시 마달동 13-1,,7,0,0,801,0,2020-07-07 00:00:00
9864,1906362,1132105,0,0,0,0,0,0,0,0,0,0,0,330,1470,황지가스,공설운동장 못가서,033-552-2259,,강원도 태백시 황지동 164-58,,7,0,0,792,0,2020-07-07 00:00:00
9865,1963313,1030888,0,0,0,0,0,0,0,0,0,0,2,0,1440,무궁화,중앙고속도로변 홍천인터체인지에서 서울방향으로 500미터지점,033-435-4422,,강원도 홍천군 홍천읍 하오안리 673-21,,7,0,0,780,0,2020-07-07 00:00:00
9866,1940313,1042027,1,0,0,0,0,0,0,0,0,0,0,360,1440,횡성,원주공항 옆,033-344-4054,,강원도 횡성군 횡성읍 곡교리 85-6,,7,0,0,806,0,2020-07-07 00:00:00
9867,1972259,1125124,0,0,0,0,0,0,0,0,0,0,0,360,1440,동방가스,농산물 도매시장 앞,033-645-1060,,강원도 강릉시 청량동 552-23,,7,0,0,800,0,2020-07-07 00:00:00
9869,1878880,999815,0,0,0,0,0,0,0,0,0,0,0,360,1440,파주가스,,043-536-5552,,충청북도 진천군 덕산면 합목리 249,,7,0,0,776,0,2020-07-07 00:00:00
9874,1883668,1036947,0,0,0,0,0,0,0,0,0,0,0,0,1440,충주,건국대학교후문,043-844-0112,,충청북도 충주시 단월동 234-2,셀프세차,7,0,0,796,0,2020-07-07 00:00:00
9875,1903502,1064102,1,0,0,0,0,0,0,0,0,0,2,360,1440,대성,단양가는국도구름다리넘어서바로위치,043-643-7711,,충청북도 제천시 동현동 200-2,자동세차,8,0,0,793,0,2020-07-07 00:00:00
9879,1888934,1037371,1,0,0,0,0,0,0,0,0,0,0,510,1080,충주LPG,충주시청뒤쪽길옛날구길로직진진양자동차학원지나서우측에위치,043-853-3551,,충청북도 충주시 금릉동 189-4,자동세차/금액에상관없이충전시1000원,13,0,0,793,0,2020-07-07 00:00:00
9880,1903631,1060009,1,0,0,0,0,0,0,0,0,0,2,360,1440,제천가스,천남동큰길따라서직진하면오른쪽에보임,043-646-0082,,충청북도 제천시 천남동 290,,10,0,0,778,0,2020-07-07 00:00:00
9881,1886814,1075125,0,0,0,0,0,0,0,0,0,0,0,0,1440,신단양,단양역옆기차역,043-422-2463,,충청북도 단양군 단양읍 상진리 211-10,손세차,7,0,0,792,0,2020-07-07 00:00:00
9884,1906008,1064449,1,0,0,0,0,0,0,0,0,0,0,360,1440,세운가스,주안자동차매매상사옆,043-645-8949,,충청북도 제천시 장락동 397,자동세차,7,0,0,794,0,2020-07-07 00:00:00
